URL,Restaurant Name,Overall Rating,Number of Reviews,Food Type
https://www.yelp.com/biz/tai-hwa-pork-noodle-singapore?osq=Restaurants,Tai Hwa Pork Noodle,4.1,96,"Chinese, Noodles"
https://www.yelp.com/biz/march%C3%A9-singapore-3?osq=Restaurants,Marché,4.0,22,Restaurants
https://www.yelp.com/biz/song-fa-bak-kut-teh-singapore-6?osq=Restaurants,Song Fa Bak Kut Teh,4.6,53,"Chinese, Singaporean"
https://www.yelp.com/biz/everest-kitchen-singapore-2?osq=Restaurants,Everest Kitchen,4.0,7,"Himalayan/Nepalese, Indian"
https://www.yelp.com/biz/da-paolo-gastronomia-marina-bay-sands-singapore?osq=Restaurants,Da Paolo Gastronomia - Marina Bay Sands,4.3,8,"Italian, Desserts, Coffee & Tea"
https://www.yelp.com/biz/once-upon-a-thyme-singapore?osq=Restaurants,Once Upon A Thyme,4.4,7,"Street Vendors, Italian"
https://www.yelp.com/biz/marina-food-court-singapore?osq=Restaurants,Marina Food Court,5.0,1,"Coffee & Tea, Cafes"
https://www.yelp.com/biz/sungei-road-laksa-singapore-2?osq=Restaurants,Sungei Road Laksa,4.4,88,"Singaporean, Chinese, Noodles"
https://www.yelp.com/biz/blu-kouzina-singapore-2?osq=Restaurants,Blu Kouzina,4.5,28,"Mediterranean, Greek"
https://www.yelp.com/biz/colony-singapore-2?osq=Restaurants,Colony,4.5,32,"Indian, Chinese, Malaysian"
https://www.yelp.com/biz/astons-specialities-singapore-3?osq=Restaurants,Astons Specialities,4.4,7,"American, Steakhouses"
https://www.yelp.com/biz/rempapa-singapore?osq=Restaurants,Rempapa,5.0,3,Singaporean
https://www.yelp.com/biz/shi-hui-yuan-original-singapore-hor-fun-singapore?osq=Restaurants,Shi Hui Yuan Original Singapore Hor Fun,5.0,2,"Hawker Centre, Singaporean"
https://www.yelp.com/biz/sidewalk-food-place-singapore?osq=Restaurants,Sidewalk Food Place,4.0,1,Food Court
https://www.yelp.com/biz/man-man-japanese-unagi-singapore?osq=Restaurants,Man Man Japanese Unagi,4.7,22,Japanese
https://www.yelp.com/biz/joyden-treasures-singapore?osq=Restaurants,Joyden Treasures,4.5,4,Chinese
https://www.yelp.com/biz/the-banana-leaf-apolo-singapore-2?osq=Restaurants,The Banana Leaf Apolo,3.9,49,"Indian, Asian Fusion"
https://www.yelp.com/biz/eggslut-singapore?osq=Restaurants,Eggslut,3.4,5,"Sandwiches, Breakfast & Brunch"
https://www.yelp.com/biz/french-ladle-singapore?osq=Restaurants,French Ladle,4.8,5,French
https://www.yelp.com/biz/grannys-pancake-singapore?osq=Restaurants,Granny's Pancake,4.0,1,"Breakfast & Brunch, Coffee & Tea"
https://www.yelp.com/biz/tian-tian-hainanese-chicken-rice-singapore-7?osq=Restaurants,Tian Tian Hainanese Chicken Rice,3.9,433,"Hainan, Chicken Shop"
https://www.yelp.com/biz/ya-hua-bak-kut-teh-singapore-2?osq=Restaurants,Ya Hua Bak Kut Teh,4.3,13,Chinese
https://www.yelp.com/biz/zhong-hua-steamboat-singapore?osq=Restaurants,Zhong Hua Steamboat,5.0,2,Chinese
https://www.yelp.com/biz/enchanted-cafe-singapore?osq=Restaurants,Enchanted Cafe,4.7,3,Cafes
https://www.yelp.com/biz/newton-tian-xiang-big-prawn-noodle-singapore?osq=Restaurants,Newton Tian Xiang Big Prawn Noodle,4.5,2,Noodles
https://www.yelp.com/biz/pistachio-singapore-3?osq=Restaurants,Pistachio,4.3,15,"Mediterranean, Middle Eastern"
https://www.yelp.com/biz/mangiamo-pizzeria-singapore?osq=Restaurants,Mangiamo Pizzeria,4.3,3,"Italian, Pizza"
https://www.yelp.com/biz/jiang-nan-chun-singapore?osq=Restaurants,Jiang-Nan Chun,4.3,9,Chinese
https://www.yelp.com/biz/brunches-cafe-singapore-3?osq=Restaurants,Brunches Cafe,4.3,29,"Coffee & Tea, Bakeries, Breakfast & Brunch"
https://www.yelp.com/biz/ki-sho-singapore?osq=Restaurants,Ki-sho,4.8,12,"Japanese, Sushi Bars"
https://www.yelp.com/biz/happy-crab-singapore?osq=Restaurants,Happy Crab,4.2,12,"Seafood, Singaporean"
https://www.yelp.com/biz/jb-ah-meng-singapore?osq=Restaurants,JB Ah Meng,4.6,25,"Chinese, Seafood"
https://www.yelp.com/biz/skirt-no-title?osq=Restaurants,SKIRT,3.9,9,"Seafood, Steakhouses"
